,sID,mean_IKI,sd_IKI,cv_IKI,wf_type
0,s009,153.66871041769622,72.54686127578243,0.4711145425705745,pseudo
1,s020,185.03550625000392,110.57822438488265,0.5961671536667829,pseudo
2,s175,211.14308721445585,105.40658213646601,0.4979435762075148,pseudo
3,s176,202.35036315984627,98.12936762663153,0.4838831699464803,pseudo
4,s178,151.60443606857424,80.96878881442557,0.5328804522952705,pseudo
5,s180,128.1489350047212,51.001440433188385,0.3970459202994876,pseudo
6,s181,125.11755711960373,67.13657333809174,0.5354499031239661,pseudo
7,s182,192.63094514986219,107.20369091443827,0.5553019358880835,pseudo
8,s183,169.07641319230143,74.27715212695894,0.4382538330429865,pseudo
9,s189,196.8973597938505,104.5506836298897,0.5298833994090653,pseudo
10,s190,176.00315945791235,83.67110223310293,0.4743871929441744,pseudo
11,s198,171.3670102792093,97.40631949552028,0.5672222306853933,pseudo
12,s207,165.19466863564128,77.55305596448912,0.46839646163938764,pseudo
13,s209,146.22322863565796,95.31525030024721,0.6503643702318844,pseudo
14,s210,189.81218235083736,123.10854434658899,0.6468063319862057,pseudo
15,s212,175.7400214285768,72.80776167243661,0.4133666422127656,pseudo
16,s217,145.47415666747835,60.63231699360889,0.4159217636810277,pseudo
17,s219,271.2627942172629,131.05496063419875,0.48200948866425725,pseudo
18,s224,157.72465927751458,73.98897831542483,0.4679892230621036,pseudo
19,s240,161.40767624407692,70.21869695820124,0.4341321115212752,pseudo
20,s254,282.2324189377804,194.37097765389947,0.687017565985636,pseudo
21,s261,143.72485134065622,79.69471601063564,0.5532559351808163,pseudo
22,s262,134.63669103138812,67.05068087859033,0.4968940754370211,pseudo
23,s263,190.2893265632883,111.13668112452262,0.5825176159616157,pseudo
24,s267,245.8321362326668,153.85617323632613,0.6243451014984631,pseudo
25,s276,177.5557227655164,65.50295090107029,0.36809050359455586,pseudo
26,s278,161.30418557846957,116.97586291880145,0.7234995703925875,pseudo
27,s279,244.8014362424146,84.1979182333056,0.3432264291031761,pseudo
28,s282,273.81909409093413,159.49394990571224,0.581153959804007,pseudo
29,s283,156.85375102638852,79.38317216349047,0.5048040266231016,pseudo
30,s286,200.55451753688155,107.19701771269928,0.5333296876873223,pseudo
31,s302,166.55405043101032,98.40136905525146,0.5895327544750457,pseudo
32,s304,136.78514009453065,59.445737529169115,0.43356587969383775,pseudo
33,s305,134.32278060294072,50.39532391351802,0.3743713150196661,pseudo
34,s306,170.22468101788905,68.52826349139619,0.4016423988399198,pseudo
35,s309,228.851040202806,157.23339629279954,0.6853271884332364,pseudo
36,s311,106.49755863632888,72.17977732106661,0.6762178068225876,pseudo
37,s313,156.91567812504962,87.64497896474789,0.5573001057847216,pseudo
38,s336,96.9539846491738,60.98420761603318,0.6276206550414076,pseudo
39,s344,267.8020925758768,166.6146905168123,0.6207961385453208,pseudo
40,s345,125.99449120305638,40.094234553237584,0.3174846437645813,pseudo
41,s347,189.06503000021485,104.25920596565989,0.5501915576165703,pseudo
42,s348,172.4296142866238,92.59345778233643,0.5358291964558152,pseudo
43,s349,154.10525235896574,102.7343783993172,0.6650765782699334,pseudo
44,s350,154.8570136730678,87.19793971170056,0.5618823311721444,pseudo
45,s351,198.2355050824511,83.17110464553737,0.41866721899250164,pseudo
46,s352,147.71545526730873,67.89244516650679,0.45860735757501864,pseudo
47,s009,146.00022500010456,76.65632433203677,0.5238478706849484,low
48,s020,174.56650816327553,108.39809970326516,0.619369783254759,low
49,s175,174.9922058875652,88.31071619231477,0.5035616282971543,low
50,s176,201.73748962159425,91.81486792238431,0.4540458376440468,low
51,s178,158.99896006332705,88.09791194555682,0.5526916096450845,low
52,s180,147.82429043302156,100.19728896077265,0.6762987586934991,low
53,s181,127.46369024690851,69.9321951860978,0.5474180277831057,low
54,s182,185.0010213001951,98.68482052625616,0.5322364969664862,low
55,s183,166.10905632408108,73.77828488618125,0.44312637326186516,low
56,s189,191.5955704980198,114.97305285744314,0.598809288741067,low
57,s190,161.12136438891477,70.77654442052948,0.4383430788295786,low
58,s198,185.02293691356962,114.49186376665193,0.6173838208459771,low
59,s207,183.5610886787521,119.41224409810509,0.6489952713008731,low
60,s209,135.14408318151249,86.2281170876932,0.6365940621655469,low
61,s210,179.54698955323894,95.53993757430764,0.530860146539285,low
62,s212,182.72743590909238,82.92002594733722,0.4527582641887048,low
63,s217,138.84713201326102,53.22567003293584,0.38249849337990227,low
64,s219,247.72069312421715,111.23136374062874,0.44803349230973155,low
65,s224,173.77151677081747,115.23327459656697,0.6615870082561149,low
66,s240,153.52951163217293,68.8640464160707,0.44757175033026897,low
67,s254,298.11832783071645,206.32791027293814,0.6903146537802107,low
68,s261,135.09822412207106,67.66740701707063,0.4997760033449011,low
69,s262,126.17592931034602,45.14616481914088,0.35703134681119436,low
70,s263,206.83837813964155,144.7221696280158,0.6980581431558073,low
71,s267,210.4175767444377,132.41252805521546,0.6278193822349805,low
72,s276,187.46186077297693,91.03690365323686,0.4845811898790407,low
73,s278,173.02486275130988,142.94445060419122,0.8241224057638397,low
74,s279,239.52752245803185,83.97982915846575,0.3498625796864994,low
75,s282,249.18850528438966,120.57546103395879,0.482707927587781,low
76,s283,173.52796919710397,110.6385597227215,0.6361586718240693,low
77,s286,202.50179241433455,88.87786900329142,0.4378578912804146,low
78,s302,184.39989957628464,125.32922089265683,0.6782184333748346,low
79,s304,142.39122901777327,62.37657334510695,0.4370857995222079,low
80,s305,136.20476355905427,72.17711435838012,0.5287923309589598,low
81,s306,160.51234364432133,78.97939924305008,0.4910020661708074,low
82,s309,214.44574911384305,138.39915689513901,0.6439513265265449,low
83,s311,111.91685673072868,64.23480407623124,0.5725697569094941,low
84,s313,144.46680646552784,86.61847009292343,0.5982799293082904,low
85,s336,101.45974285722689,74.43049974469947,0.7320067835866011,low
86,s344,244.4036377549922,146.54895996876655,0.5980869755243767,low
87,s345,129.9988768850936,57.454357055733425,0.440916819420097,low
88,s347,196.31379163542456,131.58658680410318,0.6687263983371116,low
89,s348,181.99453640370749,108.83917011852573,0.5967224488451428,low
90,s349,149.3572792938873,98.98528318459144,0.6612802117360833,low
91,s350,145.5749634364599,76.70465885963925,0.5257464441500808,low
92,s351,196.8068419649041,83.75905853023232,0.42463913541529474,low
93,s352,136.99992932603118,68.95185604841406,0.5020871691990971,low
94,s009,117.85767412144001,52.34144870114373,0.44313227013385964,med
95,s020,173.41982884614444,78.85775840139624,0.4536272963558807,med
96,s175,194.8362184819416,127.10060183932484,0.6508615739893846,med
97,s176,218.88937452044604,85.34564500916603,0.3889647006245099,med
98,s178,135.33340594649573,70.71337118019424,0.5213651950456376,med
99,s180,134.58445770254454,82.50853093882203,0.6117386821918547,med
100,s181,112.3738975256239,39.1759073758707,0.34788167290272903,med
101,s182,155.48986820795105,75.40088427373894,0.4838962687476847,med
102,s183,157.34800617307064,67.17872613661416,0.42591606897856243,med
103,s189,160.41261893255503,49.97552878272402,0.31087146959125084,med
104,s190,150.48309935232749,55.663550507017014,0.3691009598158708,med
105,s198,145.969699517729,53.68327685926967,0.3669900023187683,med
106,s207,153.0534197109563,56.43048464632416,0.36781060570187457,med
107,s209,130.56019687532427,41.31567985551597,0.3157421265067201,med
108,s210,165.14653006464516,91.62440249903291,0.5533291897317886,med
109,s212,158.311462499996,53.769024564674396,0.3389079796040851,med
110,s217,128.2387110167893,38.786928041202245,0.30181732804292677,med
111,s219,228.03720978414205,98.68440274819724,0.4317527903295622,med
112,s224,143.30844089071712,74.79488221233217,0.5207893673520292,med
113,s240,150.1049237321841,65.85402274552372,0.43778945930021185,med
114,s254,234.55627846579327,136.61849832714773,0.5809596959580194,med
115,s261,132.78656315825376,49.769453758805646,0.3739850561730153,med
116,s262,120.80632105262893,48.09797534542226,0.3972671380196931,med
117,s263,176.46926064669427,97.45033275391502,0.5509429304014677,med
118,s267,187.05744454531333,90.79357329496506,0.48427363830914405,med
119,s276,156.53144491844319,48.732192587507285,0.3106649711106336,med
120,s278,185.4922529401294,169.68830025681854,0.9125550201657255,med
121,s279,236.2853679775358,68.98089085326012,0.2912979814353813,med
122,s282,230.78300178687118,100.34772200542112,0.43384252839411547,med
123,s283,157.34585318502712,74.83820579294209,0.47454650840257334,med
124,s286,186.96203055636332,81.99503177756968,0.4375487794504454,med
125,s302,146.11358942732446,73.5588708992019,0.5023260903216867,med
126,s304,138.6084924107048,57.0913680835006,0.41096897063927246,med
127,s305,125.41029353438901,42.97954574313823,0.3419720676223688,med
128,s306,165.51721594818252,76.52127617834451,0.4613186676782554,med
129,s309,180.884912783348,88.31939705378944,0.48714689647890164,med
130,s311,97.16886116075325,35.38812480556014,0.36337819211247274,med
131,s313,146.4086767441945,72.7592371090143,0.4958028033805927,med
132,s336,89.30279200023502,31.73561528957839,0.354481378687033,med
133,s344,227.4437911763408,109.80056119535742,0.4815744188609209,med
134,s345,115.11348088228542,31.170783032324678,0.27011858176472975,med
135,s347,145.82802548744328,41.73401683166103,0.2854842323544863,med
136,s348,171.34336339248483,84.38461187375013,0.49138782504305906,med
137,s349,145.00170916483813,70.01982786639499,0.48188260233144936,med
138,s350,150.60629152596167,53.73286610243176,0.3560203487575668,med
139,s351,180.333927154826,43.20178420429039,0.23904861965205945,med
140,s352,154.32990509132782,81.19263028318748,0.5248786118078279,med
141,s009,98.29392833392674,46.25676874948044,0.4696149667672643,high
142,s020,170.15245336133677,95.74104027923141,0.5614946480618055,high
143,s175,183.887553018293,85.63146094203346,0.46459376184148576,high
144,s176,194.31606810570065,59.58710278356059,0.30598881605557565,high
145,s178,144.5182912470974,78.1490735749808,0.5395838519741061,high
146,s180,117.14273101785413,48.745560983360605,0.4151912098746694,high
147,s181,100.74798675412822,38.70760017399606,0.3833873681639457,high
148,s182,139.73517284343095,61.36215739077072,0.43809488340870456,high
149,s183,147.59500950723725,61.912886992504376,0.4184637279494562,high
150,s189,144.57484999458475,51.03874575757722,0.35227771657813217,high
151,s190,159.76503048053317,61.30250988685541,0.3829039610717835,high
152,s198,140.69976325360278,55.260955625533356,0.39193888592980136,high
153,s207,156.7710136354435,73.0032069964501,0.46460822033863997,high
154,s209,126.57803640314863,46.09868507457538,0.3633922731147759,high
155,s210,160.62959654394672,68.79469786819583,0.42728904023661907,high
156,s212,164.910910169491,42.68150170260089,0.25826659226933474,high
157,s217,132.20796356139448,38.48234447500146,0.2904569929021397,high
158,s219,227.16132722465161,77.5255964056237,0.3405681640396752,high
159,s224,117.62794567927146,41.87230991383944,0.3552174865997154,high
160,s240,146.98884534546943,68.31950567072322,0.46380803344705546,high
161,s254,201.67317440292396,93.94991940498564,0.4647257265290609,high
162,s261,138.07725474130007,62.95695026398372,0.45497081161586894,high
163,s262,128.61686681034806,60.841957198741945,0.47202744237868677,high
164,s263,153.48301595696145,67.78316289686173,0.4404568657952265,high
165,s267,162.43255133875726,73.63159227170759,0.452292669108238,high
166,s276,160.91039398452264,67.41308313388214,0.4179770593654901,high
167,s278,128.403364836991,57.40053399230379,0.4460111514436743,high
168,s279,238.83553541284826,60.47822921346084,0.2526931399800903,high
169,s282,225.56941428358962,111.85934250605058,0.4947894976671811,high
170,s283,141.527647732503,53.41192286866782,0.3765369857427407,high
171,s286,195.96182767833977,75.31163162524768,0.3834590550429746,high
172,s302,147.50933026314928,54.30847816289087,0.367361506216682,high
173,s304,116.42633318201243,33.786209016267826,0.28953359433081394,high
174,s305,126.34888940744327,41.164172360349085,0.3251066767688043,high
175,s306,161.9360166673518,57.86017594168199,0.356474650663283,high
176,s309,172.68854182811288,65.73684010805076,0.37975089589754263,high
177,s311,84.69841562500079,27.43955656588625,0.32324381562965604,high
178,s313,126.10409078947185,77.58384857656728,0.6138858866975206,high
179,s336,85.14289915269647,26.629316647783615,0.3120969449789175,high
180,s344,222.8382085007615,112.19948554850376,0.5022416760793081,high
181,s345,109.99435431209534,31.659386392565228,0.2872063886351502,high
182,s347,144.23764611650574,69.21657941401152,0.4788433984899994,high
183,s348,169.1804305535495,100.99218677593085,0.5955661481138269,high
184,s349,153.00391490354036,67.38129471834786,0.43932944686136943,high
185,s350,146.78286610075497,82.44064226311741,0.5604591097998214,high
186,s351,172.78387500079006,67.10648624561523,0.38750026758354394,high
187,s352,155.6904586513365,86.07105378289742,0.5515039500540583,high
